precision,recall,f1_score
0.8412,"[0.68       0.986      0.972      0.772      0.612      0.662
 0.802      0.97533333]","[0.72033898 0.87488909 0.91353383 0.86547085 0.74725275 0.78158205
 0.81092012 0.88185654]"
